3, 159, 270, 48, 41
3, 159, 1121, 39, 48
3, 159, 39, 38, 1327
4, 156, 39, 36, 48, 41
3, 155, 39, 48, 783
3, 155, 39, 522, 48
3, 155, 147, 39, 41
3, 154, 208, 39, 48
5, 151, 39, 38, 36, 48, 41
3, 151, 824, 39, 48
3, 151, 271, 48, 41
3, 151, 39, 352, 48
3, 150, 39, 544, 48
3, 150, 8978, 39, 48
3, 149, 32, 39, 65
3, 148, 32, 65, 48
3, 147, 39, 677, 48
3, 147, 32, 39, 310
3, 147, 604, 39, 41
5, 147, 39, 38, 110, 48, 41
4, 146, 39, 237, 48, 41
3, 146, 39, 570, 48
3, 145, 60, 39, 41
3, 143, 39, 338, 48
3, 143, 39, 533, 41
3, 141, 32, 39, 225
3, 141, 39, 123, 48
3, 141, 101, 48, 41
3, 139, 39, 1393, 48
3, 139, 39, 38, 89
3, 138, 79, 48, 41
3, 138, 32, 310, 48
3, 137, 38, 89, 48
3, 137, 371, 39, 38
3, 137, 39, 249, 48
3, 136, 39, 1344, 41
3, 135, 39, 38, 237
3, 135, 201, 39, 48
3, 134, 1859, 39, 48
3, 134, 38, 48, 286
3, 133, 39, 2958, 48
3, 133, 39, 38, 225
3, 133, 32, 38, 36
3, 132, 39, 179, 48
3, 131, 8978, 39, 41
3, 131, 301, 39, 48
3, 130, 39, 41, 255
3, 129, 39, 48, 185
3, 128, 48, 438, 41
3, 127, 32, 39, 89
4, 126, 39, 38, 37, 48
3, 126, 39, 258, 48
3, 126, 2238, 48, 41
3, 126, 32, 89, 48
3, 126, 39, 48, 589
3, 125, 39, 38, 65
3, 125, 1198, 39, 41
3, 125, 9, 39, 41
3, 124, 147, 48, 41
3, 124, 533, 48, 41
3, 124, 39, 352, 41
3, 123, 855, 39, 48
3, 123, 39, 117, 41
3, 123, 255, 48, 41
4, 123, 270, 39, 48, 41
3, 121, 39, 592, 41
3, 121, 39, 48, 156
3, 121, 32, 39, 475
3, 120, 39, 1715, 48
3, 120, 604, 48, 41
4, 120, 271, 39, 48, 41
3, 120, 270, 271, 39
3, 119, 9, 48, 41
3, 119, 352, 48, 41
3, 118, 39, 548, 48
3, 118, 38, 41, 286
3, 117, 32, 48, 475
3, 116, 39, 38, 790
3, 116, 39, 1659, 48
4, 115, 32, 39, 310, 48
3, 115, 208, 39, 41
3, 115, 846, 39, 48
3, 114, 38, 1327, 48
4, 114, 39, 438, 48, 41
3, 113, 1859, 39, 41
3, 113, 76, 39, 48
3, 113, 39, 544, 41
3, 112, 39, 38, 310
4, 112, 39, 101, 48, 41
3, 112, 38, 41, 790
4, 110, 39, 533, 48, 41
3, 110, 846, 39, 41
3, 110, 11, 39, 48
3, 110, 38, 37, 41
4, 110, 39, 79, 48, 41
3, 109, 32, 38, 110
3, 109, 55, 39, 38
4, 109, 39, 38, 89, 48
4, 109, 32, 39, 65, 48
3, 108, 38, 65, 48
3, 108, 976, 39, 48
3, 108, 39, 41, 783
3, 108, 824, 39, 41
3, 108, 208, 48, 41
3, 107, 32, 39, 1327
3, 107, 1198, 48, 41
3, 107, 39, 1578, 48
3, 107, 32, 310, 41
3, 107, 39, 38, 105
4, 107, 2238, 39, 48, 41
3, 106, 32, 39, 1146
3, 106, 39, 48, 3270
3, 106, 39, 48, 956
3, 106, 32, 225, 41
3, 106, 117, 48, 41
4, 106, 32, 39, 38, 170
3, 105, 60, 48, 41
4, 105, 147, 39, 48, 41
3, 105, 39, 48, 49
3, 105, 39, 549, 48
3, 105, 39, 48, 264
3, 104, 39, 1135, 48
3, 104, 39, 3616, 41
4, 104, 604, 39, 48, 41
3, 104, 544, 48, 41
3, 104, 32, 65, 41
4, 104, 39, 255, 48, 41
3, 103, 1121, 39, 41
4, 103, 32, 39, 89, 48
3, 103, 19, 39, 48
3, 102, 297, 39, 48
3, 102, 1344, 48, 41
3, 102, 38, 237, 48
3, 101, 32, 237, 48
3, 101, 32, 225, 48
3, 101, 32, 1146, 48
3, 101, 225, 38, 41
3, 101, 39, 677, 41
3, 101, 39, 1393, 41
4, 101, 39, 38, 1327, 48
3, 101, 38, 89, 41
3, 101, 8978, 48, 41
3, 101, 200, 39, 48
3, 100, 39, 48, 3616
3, 100, 38, 1327, 41
3, 99, 592, 48, 41
3, 99, 76, 39, 41
3, 99, 38, 310, 48
3, 99, 1859, 48, 41
3, 99, 740, 39, 48
3, 99, 39, 249, 41
3, 98, 39, 1593, 48
3, 98, 270, 271, 41
3, 98, 39, 189, 48
3, 98, 824, 48, 41
3, 97, 32, 39, 237
3, 97, 39, 175, 48
3, 97, 38, 48, 790
3, 97, 18, 39, 48
3, 97, 39, 522, 41
3, 97, 38, 65, 41
3, 96, 39, 107, 48
3, 96, 39, 161, 48
4, 96, 60, 39, 48, 41
3, 95, 39, 1004, 48
3, 95, 39, 789, 48
4, 95, 39, 38, 48, 286
4, 95, 9, 39, 48, 41
3, 95, 32, 1146, 41
3, 95, 41, 48, 783
3, 95, 39, 45, 48
4, 94, 39, 352, 48, 41
3, 94, 32, 39, 271
4, 93, 32, 39, 310, 41
3, 93, 39, 38, 1146
3, 93, 39, 272, 48
3, 93, 39, 1146, 3616
3, 92, 675, 39, 48
3, 92, 1814, 39, 48
3, 92, 1986, 39, 48
3, 91, 103, 39, 48
3, 91, 301, 39, 41
4, 91, 8978, 39, 48, 41
4, 91, 32, 39, 225, 41
4, 91, 39, 38, 41, 286
3, 91, 32, 1327, 48
3, 90, 32, 48, 170
3, 90, 39, 229, 48
3, 90, 39, 338, 41
4, 90, 39, 544, 48, 41
3, 90, 38, 237, 41
4, 90, 1198, 39, 48, 41
4, 89, 32, 38, 48, 170
4, 89, 208, 39, 48, 41
4, 89, 39, 38, 1327, 41
3, 89, 39, 479, 48
3, 89, 39, 570, 41
4, 89, 32, 39, 48, 475
3, 89, 39, 1715, 41
3, 89, 371, 38, 48
3, 89, 201, 48, 41
3, 89, 39, 185, 41
3, 89, 39, 812, 48
4, 89, 39, 38, 237, 48
4, 89, 32, 39, 38, 36
4, 89, 39, 38, 37, 41
3, 88, 1121, 48, 41
3, 88, 976, 117, 48
3, 88, 39, 179, 41
3, 87, 39, 1956, 48
3, 87, 38, 310, 41
3, 87, 185, 48, 41
4, 87, 39, 38, 225, 41
3, 87, 47, 39, 38
3, 87, 39, 38, 475
3, 87, 39, 1435, 48
4, 87, 39, 592, 48, 41
4, 87, 39, 1344, 48, 41
4, 87, 32, 39, 225, 48
3, 86, 39, 865, 48
3, 86, 39, 258, 41
4, 86, 39, 117, 48, 41
3, 86, 271, 32, 41
3, 86, 39, 267, 48
3, 86, 18, 39, 41
3, 86, 338, 48, 41
3, 86, 39, 123, 41
3, 86, 32, 39, 101
4, 85, 39, 38, 41, 790
3, 85, 39, 186, 48
4, 85, 39, 38, 310, 48
3, 85, 201, 39, 41
3, 85, 103, 39, 41
3, 85, 39, 2168, 48
3, 85, 522, 48, 41
3, 85, 32, 475, 41
3, 85, 39, 38, 438
3, 84, 225, 38, 48
3, 84, 677, 48, 41
3, 84, 39, 589, 41
3, 84, 749, 39, 48
4, 84, 39, 38, 65, 48
4, 84, 39, 38, 89, 41
3, 84, 1859, 352, 48
3, 84, 39, 766, 48
3, 83, 39, 260, 48
3, 83, 32, 36, 48
3, 83, 258, 48, 41
3, 83, 281, 39, 38
4, 83, 39, 38, 65, 41
3, 83, 1859, 39, 352
3, 83, 11, 39, 41
3, 83, 147, 39, 32
3, 83, 1986, 39, 41
3, 83, 39, 9501, 48
3, 82, 39, 535, 48
3, 82, 76, 48, 41
3, 82, 39, 175, 41
3, 82, 39, 979, 48
3, 81, 39, 78, 41
3, 81, 123, 48, 41
3, 81, 39, 48, 488
4, 81, 32, 38, 36, 48
4, 81, 1859, 39, 48, 41
3, 81, 39, 365, 48
3, 81, 32, 89, 41
3, 81, 38, 48, 105
3, 81, 1393, 48, 41
3, 81, 1600, 39, 48
3, 81, 301, 48, 41
3, 80, 855, 39, 41
3, 80, 55, 38, 41
4, 80, 39, 41, 48, 783
4, 80, 270, 271, 39, 41
4, 80, 32, 310, 48, 41
3, 80, 249, 48, 41
3, 80, 39, 913, 48
3, 80, 279, 39, 48
4, 80, 38, 89, 48, 41
3, 80, 179, 48, 41
3, 80, 32, 101, 48
3, 79, 740, 39, 41
3, 79, 39, 269, 48
3, 79, 270, 271, 48
3, 79, 32, 352, 48
3, 79, 39, 664, 48
3, 79, 2199, 39, 48
3, 79, 270, 32, 39
3, 79, 39, 48, 23
3, 79, 39, 94, 48
4, 79, 170, 32, 38, 41
3, 79, 48, 3616, 41
3, 79, 570, 48, 41
4, 79, 39, 38, 310, 41
4, 79, 39, 38, 48, 790
3, 79, 345, 39, 48
3, 78, 39, 31, 48
3, 78, 39, 38, 1344
3, 78, 846, 48, 41
3, 78, 60, 32, 39
3, 78, 39, 340, 48
3, 78, 976, 39, 117
3, 78, 78, 48, 41
4, 78, 32, 39, 65, 41
3, 78, 39, 48, 413
3, 78, 571, 39, 48
3, 77, 270, 32, 41
3, 77, 39, 789, 41
3, 77, 270, 32, 48
3, 77, 147, 48, 32
3, 77, 3904, 39, 38
3, 77, 334, 39, 48
4, 77, 38, 37, 48, 41
3, 76, 32, 48, 255
3, 76, 1715, 48, 41
4, 76, 824, 39, 48, 41
3, 76, 39, 161, 41
3, 76, 11, 48, 41
3, 76, 39, 1966, 48
3, 76, 39, 48, 2056
3, 76, 39, 56, 38
3, 76, 47, 38, 48
3, 76, 38, 48, 475
3, 75, 39, 734, 48
3, 75, 39, 53, 48
3, 75, 41, 48, 790
3, 75, 39, 41, 156
4, 75, 39, 38, 237, 41
4, 75, 39, 1393, 48, 41
3, 75, 39, 8691, 48
3, 75, 370, 39, 38
4, 75, 38, 41, 48, 790
5, 75, 32, 39, 310, 48, 41
3, 74, 39, 548, 41
3, 74, 39, 1659, 41
3, 74, 1600, 39, 41
3, 74, 39, 246, 48
3, 74, 39, 1677, 48
3, 74, 271, 39, 225
3, 74, 39, 41, 264
3, 74, 32, 39, 438
3, 74, 55, 38, 48
3, 74, 39, 1783, 48
4, 74, 32, 65, 48, 41
3, 73, 1043, 39, 48
3, 73, 2238, 39, 225
3, 73, 379, 39, 48
3, 73, 39, 41, 956
4, 73, 39, 677, 48, 41
3, 73, 2958, 48, 41
3, 73, 39, 48, 242
4, 73, 39, 38, 225, 48
4, 73, 39, 258, 48, 41
3, 73, 464, 39, 48
4, 73, 39, 522, 48, 41
3, 73, 39, 48, 1233
3, 72, 32, 48, 271
3, 72, 18, 48, 41
3, 72, 39, 535, 41
3, 72, 39, 259, 48
4, 72, 32, 39, 1327, 48
4, 72, 1121, 39, 48, 41
3, 72, 38, 1146, 41
3, 72, 39, 396, 48
3, 72, 39, 23, 41
3, 72, 39, 189, 41
3, 72, 39, 9501, 41
3, 72, 407, 39, 48
4, 72, 39, 570, 48, 41
3, 72, 264, 48, 41
3, 71, 39, 38, 840
3, 71, 1146, 48, 3616
4, 71, 39, 48, 179, 41
3, 71, 1659, 48, 41
3, 71, 39, 384, 48
3, 71, 3966, 39, 48
3, 71, 548, 48, 41
3, 71, 39, 3270, 41
3, 71, 39, 1578, 41
3, 70, 39, 229, 41
5, 70, 32, 39, 38, 48, 170
3, 70, 371, 38, 41
4, 70, 32, 38, 36, 41
3, 70, 39, 681, 48
3, 70, 2238, 39, 38
4, 70, 32, 39, 1146, 41
4, 70, 32, 39, 89, 41
3, 70, 604, 39, 32
3, 70, 1146, 3616, 41
3, 70, 39, 48, 772
3, 70, 39, 48, 1214
3, 70, 297, 39, 41
3, 69, 4698, 39, 48
3, 69, 623, 39, 48
3, 69, 103, 48, 41
3, 69, 39, 1593, 41
3, 69, 855, 48, 41
3, 69, 591, 39, 48
4, 69, 38, 310, 48, 41
4, 69, 39, 249, 48, 41
4, 69, 39, 38, 48, 105
4, 69, 32, 39, 475, 41
4, 69, 32, 39, 1146, 48
4, 69, 371, 39, 38, 48
4, 69, 38, 65, 48, 41
5, 69, 39, 38, 89, 48, 41
4, 69, 39, 185, 48, 41
3, 69, 976, 39, 41
3, 68, 39, 261, 48
3, 68, 38, 1146, 48
3, 68, 10, 39, 48
3, 68, 39, 48, 408
3, 68, 39, 449, 48
3, 68, 39, 2168, 41
4, 68, 32, 39, 237, 48
3, 68, 39, 1034, 48
3, 68, 39, 107, 41
3, 68, 271, 39, 38
4, 68, 846, 39, 48, 41
3, 68, 32, 237, 41
3, 68, 48, 3270, 41
3, 67, 41, 48, 956
3, 67, 39, 1486, 48
3, 67, 41, 48, 156
3, 67, 39, 2552, 48
3, 67, 39, 479, 41
3, 67, 39, 374, 48
3, 67, 39, 1355, 48
3, 67, 371, 39, 48
3, 67, 39, 365, 41
3, 67, 39, 48, 798
5, 66, 39, 38, 37, 48, 41
4, 66, 39, 338, 48, 41
3, 66, 727, 39, 48
3, 66, 189, 48, 41
3, 66, 39, 769, 48
4, 66, 301, 39, 48, 41
4, 66, 76, 39, 48, 41
3, 66, 147, 39, 38
3, 66, 976, 48, 41
3, 66, 39, 48, 52
3, 66, 749, 39, 41
3, 66, 39, 1004, 41
3, 66, 32, 39, 255
3, 66, 39, 2329, 48
3, 66, 536, 39, 48
3, 66, 32, 39, 79
4, 66, 201, 39, 48, 41
3, 66, 60, 32, 48
4, 66, 32, 475, 48, 41
4, 65, 271, 39, 32, 41
3, 65, 38, 475, 41
3, 65, 39, 62, 48
3, 65, 1600, 48, 41
3, 65, 107, 48, 41
3, 65, 39, 94, 41
4, 65, 55, 39, 38, 41
3, 65, 39, 384, 41
3, 65, 229, 48, 41
3, 65, 39, 979, 41
3, 65, 39, 1067, 48
4, 64, 39, 1715, 48, 41
3, 64, 1198, 39, 32
4, 64, 39, 41, 48, 78
3, 64, 32, 1327, 41
3, 64, 297, 48, 41
3, 64, 32, 39, 533
3, 64, 281, 38, 48
3, 64, 39, 2958, 41
3, 64, 789, 48, 41
3, 64, 31, 39, 41
4, 64, 38, 1327, 48, 41
4, 64, 38, 41, 48, 286
5, 64, 39, 38, 310, 48, 41
3, 64, 39, 769, 1034
3, 64, 1593, 48, 41
3, 64, 32, 438, 48
3, 63, 589, 48, 41
5, 63, 39, 38, 41, 48, 790
4, 63, 39, 38, 48, 475
3, 63, 32, 39, 352
4, 63, 32, 89, 48, 41
3, 63, 39, 806, 48
4, 63, 39, 123, 48, 41
3, 63, 604, 39, 38
3, 63, 270, 39, 38
3, 63, 39, 1239, 48
3, 63, 39, 2241, 48
3, 63, 1986, 48, 41
3, 63, 38, 438, 48
4, 63, 11, 39, 48, 41
3, 63, 39, 425, 48
3, 63, 1859, 352, 41
4, 62, 32, 39, 38, 110
3, 62, 39, 30, 48
3, 62, 1578, 48, 41
3, 62, 3904, 38, 41
3, 62, 200, 39, 41
3, 62, 1859, 39, 32
3, 62, 39, 1113, 48
3, 62, 32, 48, 824
3, 62, 60, 39, 38
3, 61, 32, 110, 48
3, 61, 19, 39, 41
3, 61, 39, 38, 255
3, 61, 32, 39, 783
4, 61, 32, 1146, 48, 41
5, 61, 32, 39, 38, 36, 48
3, 61, 39, 341, 48
3, 61, 1004, 48, 41
3, 61, 39, 48, 426
3, 61, 39, 766, 41
4, 61, 371, 39, 38, 41
3, 61, 39, 1867, 48
3, 61, 32, 1344, 48
3, 61, 39, 41, 1233
4, 61, 39, 48, 3616, 41
3, 61, 9, 32, 48
3, 61, 39, 1872, 48
3, 61, 32, 101, 41
3, 61, 38, 48, 255
4, 61, 18, 39, 48, 41
3, 61, 39, 916, 48
3, 61, 1859, 48, 32
3, 60, 39, 48, 878
3, 60, 175, 48, 41
3, 60, 39, 806, 41
4, 60, 32, 39, 101, 48
3, 60, 32, 79, 48
3, 60, 39, 48, 178
3, 60, 549, 48, 41
3, 60, 147, 41, 32
3, 60, 39, 2437, 48
3, 60, 39, 260, 41
3, 60, 39, 514, 48
3, 60, 270, 2238, 39
4, 60, 103, 39, 48, 41
3, 60, 89, 65, 48
3, 60, 39, 340, 41
4, 60, 32, 38, 110, 48
3, 60, 39, 38, 1590
4, 60, 39, 38, 1146, 41
5, 59, 39, 38, 65, 48, 41
3, 59, 56, 48, 38
5, 59, 170, 32, 39, 38, 41
4, 59, 39, 548, 48, 41
4, 59, 39, 2958, 48, 41
3, 59, 39, 2633, 48
3, 59, 39, 571, 41
3, 59, 39, 48, 1417
3, 59, 39, 829, 48
3, 59, 32, 39, 1344
3, 59, 39, 549, 41
3, 59, 39, 793, 48
4, 59, 32, 225, 48, 41
4, 59, 39, 1659, 48, 41
3, 59, 9, 32, 39
4, 59, 39, 41, 48, 156
3, 59, 39, 38, 390
3, 59, 2103, 39, 48
4, 59, 47, 39, 38, 48
4, 59, 270, 271, 39, 48
4, 59, 39, 264, 48, 41
3, 58, 38, 36, 170
3, 58, 32, 338, 48
3, 58, 39, 38, 101
3, 58, 32, 1715, 48
3, 58, 39, 2284, 48
3, 58, 32, 117, 48
3, 58, 9501, 48, 41
4, 58, 39, 38, 1146, 48
3, 58, 39, 45, 41
3, 58, 1135, 48, 41
3, 58, 32, 48, 185
3, 58, 39, 38, 249
4, 58, 147, 39, 48, 32
5, 58, 39, 38, 1327, 48, 41
4, 58, 32, 38, 110, 41
3, 58, 39, 251, 48
3, 58, 147, 38, 48
3, 58, 2051, 39, 48
3, 58, 270, 39, 225
3, 58, 39, 432, 48
3, 58, 2440, 39, 48
5, 58, 32, 39, 65, 48, 41
3, 57, 39, 41, 2056
4, 57, 32, 39, 48, 255
3, 57, 55, 39, 48
3, 57, 39, 48, 1144
3, 57, 2199, 48, 41
3, 57, 301, 39, 32
3, 57, 2118, 39, 48
5, 57, 32, 39, 89, 48, 41
3, 57, 39, 48, 1765
3, 57, 740, 39, 38
3, 57, 39, 812, 41
3, 57, 1486, 48, 41
3, 57, 271, 39, 2238
3, 57, 32, 39, 824
3, 57, 39, 809, 48
3, 57, 200, 48, 41
3, 57, 535, 48, 41
3, 57, 39, 910, 48
3, 57, 1198, 48, 32
3, 57, 279, 39, 41
3, 57, 32, 48, 78
5, 57, 32, 39, 38, 36, 41
3, 57, 370, 38, 48
3, 57, 32, 533, 48
3, 57, 39, 913, 41
3, 57, 3904, 38, 48
3, 57, 32, 79, 41
4, 57, 39, 789, 48, 41
4, 56, 39, 48, 1593, 41
4, 56, 39, 175, 48, 41
3, 56, 39, 1435, 41
4, 56, 39, 1146, 3616, 41
3, 56, 39, 272, 41
3, 56, 39, 38, 79
3, 56, 370, 38, 41
3, 56, 19, 48, 41
3, 56, 39, 48, 1013
3, 56, 39, 53, 41
5, 56, 32, 225, 39, 48, 41
4, 56, 32, 39, 170, 41
3, 56, 39, 2187, 48
3, 56, 2238, 39, 32
4, 56, 38, 237, 48, 41
3, 56, 38, 101, 41
3, 56, 32, 39, 677
3, 56, 39, 2383, 48
3, 56, 39, 89, 65
3, 56, 39, 1513, 48
3, 56, 479, 48, 41
3, 56, 623, 39, 41
3, 56, 464, 48, 41
3, 56, 270, 38, 41
4, 56, 39, 229, 48, 41
4, 56, 225, 38, 48, 41
3, 56, 32, 352, 41
3, 55, 38, 48, 101
4, 55, 39, 107, 48, 41
4, 55, 270, 271, 48, 41
3, 55, 147, 38, 41
3, 55, 39, 155, 48
3, 55, 2168, 48, 41
4, 55, 39, 189, 48, 41
4, 55, 55, 39, 38, 48
3, 55, 39, 48, 1714
3, 55, 39, 831, 48
3, 55, 39, 413, 41
3, 55, 2046, 39, 48
3, 55, 488, 48, 41
4, 55, 39, 48, 3270, 41
3, 55, 39, 75, 48
3, 55, 39, 48, 4111
4, 55, 1859, 39, 352, 48
3, 55, 32, 1135, 48
3, 55, 39, 1486, 41
3, 55, 604, 48, 32
3, 54, 32, 39, 123
3, 54, 39, 374, 41
3, 54, 1677, 48, 41
3, 54, 976, 117, 41
3, 54, 785, 39, 48
3, 54, 32, 39, 78
3, 54, 384, 48, 41
3, 54, 39, 1783, 41
5, 54, 32, 39, 475, 48, 41
4, 54, 297, 39, 48, 41
3, 54, 38, 1344, 48
3, 54, 39, 2440, 41
3, 54, 32, 677, 48
3, 54, 39, 961, 48
4, 54, 39, 41, 48, 956
3, 54, 39, 1677, 41
4, 54, 39, 38, 475, 41
4, 54, 855, 39, 48, 41
4, 54, 32, 39, 36, 41
3, 54, 32, 38, 286
3, 54, 39, 2437, 41
4, 54, 3904, 39, 38, 41
3, 54, 39, 1444, 48
3, 54, 39, 38, 533
3, 54, 39, 396, 41
3, 53, 39, 1067, 41
3, 53, 39, 48, 978
3, 53, 39, 488, 41
3, 53, 407, 39, 41
3, 53, 2199, 39, 41
3, 53, 161, 48, 41
3, 53, 32, 39, 185
4, 53, 281, 39, 38, 48
3, 53, 32, 48, 783
3, 53, 39, 186, 41
3, 53, 1872, 48, 41
3, 53, 2015, 39, 48
3, 53, 55, 39, 41
3, 53, 798, 48, 41
3, 53, 740, 48, 41
3, 53, 39, 1055, 48
3, 53, 340, 48, 41
3, 53, 39, 38, 504
4, 53, 39, 38, 438, 48
3, 53, 32, 39, 1715
3, 53, 39, 89, 310
3, 53, 2238, 38, 48
3, 53, 414, 39, 48
3, 53, 38, 48, 840
3, 53, 39, 48, 1585
3, 53, 39, 1135, 41
3, 53, 39, 259, 41
3, 53, 39, 2987, 48
4, 53, 39, 589, 48, 41
3, 53, 39, 2065, 48
3, 53, 39, 4650, 48
3, 53, 39, 2505, 48
4, 53, 1986, 39, 48, 41
3, 53, 39, 856, 48
4, 53, 976, 39, 117, 48
3, 53, 39, 48, 105
4, 53, 39, 1578, 48, 41
3, 53, 4698, 39, 41
3, 53, 39, 66, 48
3, 53, 464, 39, 41
3, 52, 39, 41, 772
3, 52, 39, 9555, 48
5, 52, 32, 38, 36, 48, 41
3, 52, 39, 664, 41
3, 52, 39, 1027, 48
3, 52, 32, 39, 117
3, 52, 41, 48, 49
3, 52, 39, 348, 48
3, 52, 766, 48, 41
3, 52, 38, 105, 41
4, 52, 1600, 39, 48, 41
3, 52, 8978, 39, 38
3, 52, 39, 48, 1277
3, 52, 39, 41, 798
3, 52, 39, 1030, 48
4, 52, 60, 32, 39, 48
3, 52, 39, 769, 647
3, 52, 407, 48, 41
3, 52, 9, 39, 38
3, 52, 301, 48, 32
3, 52, 39, 2425, 48
3, 52, 32, 123, 48
3, 52, 1783, 48, 41
3, 52, 365, 48, 41
3, 52, 281, 38, 41
3, 52, 39, 1355, 41
5, 52, 39, 38, 41, 48, 286
3, 52, 39, 267, 41
3, 51, 39, 751, 48
3, 51, 39, 681, 41
3, 51, 39, 2552, 41
4, 51, 976, 39, 48, 41
3, 51, 32, 533, 41
3, 51, 39, 3102, 48
4, 51, 32, 39, 1327, 41
3, 51, 32, 39, 338
3, 51, 39, 48, 1557
3, 51, 39, 1930, 48
3, 51, 769, 647, 1034
4, 51, 39, 535, 48, 41
3, 51, 749, 48, 41
3, 51, 270, 38, 48
4, 51, 39, 38, 48, 255
3, 51, 39, 830, 48
3, 50, 32, 1004, 48
3, 50, 913, 48, 41
5, 50, 39, 38, 237, 48, 41
3, 50, 420, 39, 48
3, 50, 32, 39, 522
3, 50, 38, 390, 48
3, 50, 623, 48, 41
3, 50, 271, 38, 48
4, 50, 32, 39, 352, 48
3, 50, 39, 2775, 48
4, 50, 32, 39, 438, 48
3, 50, 4336, 39, 48
3, 50, 39, 878, 41
5, 50, 39, 38, 225, 48, 41
3, 50, 39, 48, 2325
3, 50, 39, 1062, 48
3, 50, 8978, 32, 39
3, 50, 32, 179, 48
3, 50, 39, 490, 48
3, 50, 39, 1966, 41
3, 50, 1956, 48, 41
4, 50, 3904, 39, 38, 48
3, 50, 1814, 48, 41
3, 50, 32, 522, 48
4, 49, 38, 475, 48, 41
5, 49, 170, 32, 38, 48, 41
3, 49, 270, 2238, 41
3, 49, 271, 38, 41
4, 49, 270, 32, 39, 41
3, 49, 94, 48, 41
4, 49, 39, 549, 48, 41
3, 49, 32, 2958, 48
3, 49, 2238, 225, 41
3, 49, 39, 261, 41
3, 49, 379, 39, 41
3, 49, 812, 48, 41
3, 49, 39, 48, 885
3, 49, 271, 225, 48
4, 49, 39, 365, 48, 41
3, 49, 32, 39, 179
3, 49, 947, 39, 48
4, 49, 39, 2168, 48, 41
4, 49, 39, 9501, 48, 41
3, 49, 255, 38, 41
3, 49, 1121, 39, 38
3, 49, 2344, 39, 48
3, 49, 38, 1344, 41
3, 49, 3005, 39, 38
4, 49, 200, 39, 48, 41
4, 49, 32, 39, 48, 271
3, 49, 41, 48, 23
3, 49, 150, 39, 48
3, 49, 39, 435, 48
3, 49, 39, 3502, 48
3, 49, 39, 842, 48
3, 49, 1986, 39, 38
3, 49, 209, 39, 48
3, 49, 39, 2284, 41
3, 49, 3966, 39, 41
3, 48, 10, 48, 41
3, 48, 846, 39, 38
